emp_no,first_name,last_name,to_date,title,salary
498729,Eberhardt,Servieres,1993-12-02,Staff,52778
498729,Eberhardt,Servieres,9999-01-01,Senior Staff,52778
498736,Yuping,Hofman,9999-01-01,Senior Staff,75517
498748,Doowon,Ananiadou,9999-01-01,Senior Staff,50089
498752,Alassane,Bashian,1998-05-07,Staff,56682
498752,Alassane,Bashian,9999-01-01,Senior Staff,56682
498766,Kousuke,Zschoche,9999-01-01,Senior Engineer,41395
498769,Nadjib,Parascandalo,1998-11-30,Engineer,40000
498769,Nadjib,Parascandalo,1994-03-23,Assistant Engineer,40000
498787,Erzsebet,Perng,1996-12-08,Staff,64966
498787,Erzsebet,Perng,9999-01-01,Senior Staff,64966
498800,Greger,Escriba,1994-03-20,Staff,40167
498800,Greger,Escriba,9999-01-01,Senior Staff,40167
498808,Martins,Farrow,9999-01-01,Technique Leader,54641
498812,Annemarie,Lalonde,1999-02-04,Staff,40000
498812,Annemarie,Lalonde,2002-04-22,Senior Staff,40000
498814,Alagu,Gecsei,9999-01-01,Senior Staff,83535
498829,Sajjad,Tanemo,1998-03-12,Staff,44978
498849,Candida,Jervis,1992-04-04,Staff,40000
498849,Candida,Jervis,9999-01-01,Senior Staff,40000
498854,Vishv,Ventosa,9999-01-01,Senior Engineer,46344
498854,Vishv,Ventosa,1995-01-15,Engineer,46344
498862,Zissis,Ranum,1993-12-05,Staff,63682
498862,Zissis,Ranum,9999-01-01,Senior Staff,63682
498875,Honglan,Saoudi,1989-09-08,Staff,65687
498885,Wilmer,Iisaku,9999-01-01,Senior Engineer,48318
498885,Wilmer,Iisaku,2000-12-04,Engineer,48318
498894,Chaoyi,Bahr,9999-01-01,Senior Engineer,61736
498894,Chaoyi,Bahr,1993-09-21,Engineer,61736
498906,Abdulla,Bugrara,9999-01-01,Senior Engineer,63392
498909,Soenke,Wilfing,9999-01-01,Staff,40000
498917,Nathan,Papadias,9999-01-01,Senior Staff,50231
498959,Chenye,Badache,9999-01-01,Senior Engineer,40000
498959,Chenye,Badache,1993-04-25,Engineer,40000
499003,Yinghua,Markovitch,9999-01-01,Technique Leader,62995
499012,Chaitali,Wissmann,9999-01-01,Senior Engineer,40000
499035,Lene,Neiman,1992-01-03,Staff,82037
499035,Lene,Neiman,9999-01-01,Senior Staff,82037
499070,Dung,Cannard,1994-05-16,Engineer,54664
499080,Dharmaraja,Marciano,9999-01-01,Engineer,40080
499090,Mikhail,Baezner,1993-06-08,Senior Engineer,40000
499090,Mikhail,Baezner,1991-08-09,Engineer,40000
499128,Conal,Swiler,1993-06-18,Staff,62421
499128,Conal,Swiler,9999-01-01,Senior Staff,62421
499132,Leucio,Cyre,1996-02-06,Staff,40000
499132,Leucio,Cyre,9999-01-01,Senior Staff,40000
499133,Shahab,Pfau,9999-01-01,Engineer,64460
499146,Manibrata,Rullman,9999-01-01,Senior Engineer,40000
499146,Manibrata,Rullman,2000-04-29,Engineer,40000
499149,Genki,Dredge,1989-12-12,Engineer,40000
499206,Dmitry,Kohling,1993-09-04,Staff,75612
499206,Dmitry,Kohling,9999-01-01,Senior Staff,75612
499225,Constantijn,Dahlbom,9999-01-01,Senior Staff,40000
499238,Jordanka,Wallrath,9999-01-01,Senior Engineer,53441
499238,Jordanka,Wallrath,1993-03-17,Engineer,53441
499275,Shridhar,Zlotek,1994-07-22,Staff,94324
499275,Shridhar,Zlotek,9999-01-01,Senior Staff,94324
499292,Sarita,Schiettecatte,9999-01-01,Staff,61862
499304,Serap,Luga,1994-05-03,Staff,57427
499304,Serap,Luga,2002-05-17,Senior Staff,57427
499307,Paddy,Ramras,1997-06-10,Senior Engineer,40000
499307,Paddy,Ramras,1990-10-25,Engineer,40000
499313,Munehiko,Sury,9999-01-01,Senior Staff,69210
499318,Hideyuki,Ozeki,1995-02-22,Staff,69736
499318,Hideyuki,Ozeki,9999-01-01,Senior Staff,69736
499357,Frederique,Hitomi,9999-01-01,Senior Engineer,40000
499357,Frederique,Hitomi,1995-11-15,Engineer,40000
499379,Denny,Rikino,1996-08-29,Staff,67307
499379,Denny,Rikino,9999-01-01,Senior Staff,67307
499386,Guoxiang,Simmel,1997-07-11,Senior Engineer,48350
499406,Jaewoo,Murillo,1990-06-08,Staff,40000
499406,Jaewoo,Murillo,9999-01-01,Senior Staff,40000
499410,Sailaja,Benzaken,9999-01-01,Engineer,40000
499420,Sangeeta,Impagliazzo,9999-01-01,Senior Staff,58718
499429,Gad,Ambroszkiewicz,9999-01-01,Technique Leader,74274
499444,Radoslaw,Hofting,9999-01-01,Senior Staff,87182
499453,Alper,Peck,2002-02-20,Staff,65622
499453,Alper,Peck,9999-01-01,Senior Staff,65622
499464,Alassane,Tiemann,9999-01-01,Senior Engineer,41789
499516,Goncalo,Kampfer,9999-01-01,Engineer,64990
499539,Palash,Puoti,9999-01-01,Senior Engineer,40000
499539,Palash,Puoti,1999-02-21,Engineer,40000
499543,Juichirou,Kenevan,1995-10-22,Staff,48968
499543,Juichirou,Kenevan,9999-01-01,Senior Staff,48968
499548,Aloys,Bale,9999-01-01,Senior Engineer,50281
499548,Aloys,Bale,1999-04-26,Engineer,50281
499548,Aloys,Bale,1993-04-26,Assistant Engineer,50281
499566,Djelloul,Deverell,9999-01-01,Engineer,65839
499580,Karsten,Perri,9999-01-01,Senior Engineer,57132
499580,Karsten,Perri,1994-05-10,Engineer,57132
499581,Lijia,Luce,9999-01-01,Engineer,51445
499588,Maya,Sidje,9999-01-01,Senior Engineer,45270
499588,Maya,Sidje,1997-11-20,Engineer,45270
499596,Gunilla,Falby,1996-11-21,Staff,40000
499596,Gunilla,Falby,1999-09-29,Senior Staff,40000
499608,Reuven,Genin,9999-01-01,Senior Engineer,40000
499666,Martine,Pollock,9999-01-01,Senior Engineer,40000
499666,Martine,Pollock,2001-10-18,Engineer,40000
499666,Martine,Pollock,1994-10-18,Assistant Engineer,40000
499689,Kinh,Sommer,1992-03-08,Staff,65577
499689,Kinh,Sommer,9999-01-01,Senior Staff,65577
499692,Yongqiao,Maginnis,1991-03-12,Staff,40000
499692,Yongqiao,Maginnis,1995-03-18,Senior Staff,40000
499707,Paris,Jayawardene,1996-08-26,Staff,40000
499707,Paris,Jayawardene,9999-01-01,Senior Staff,40000
499714,Seongbae,Bauknecht,1992-10-02,Staff,52121
499714,Seongbae,Bauknecht,9999-01-01,Senior Staff,52121
499720,Mats,Strandh,9999-01-01,Senior Engineer,52863
499720,Mats,Strandh,2000-11-04,Engineer,52863
499782,Udo,Trystram,9999-01-01,Senior Engineer,40000
499782,Udo,Trystram,1998-09-02,Engineer,40000
499797,Wayne,Hutter,1998-12-07,Staff,50496
499797,Wayne,Hutter,9999-01-01,Senior Staff,50496
499808,Paris,Deyuan,1998-03-14,Staff,77806
499808,Paris,Deyuan,2001-05-31,Senior Staff,77806
499829,Xiahua,Avouris,9999-01-01,Staff,40000
499870,Kayoko,Peroz,9999-01-01,Senior Engineer,40000
499870,Kayoko,Peroz,1993-09-09,Engineer,40000
499874,Dharmaraja,Range,2001-10-01,Engineer,40000
499890,Lorien,Hegner,1995-09-14,Senior Staff,53434
499898,Alagu,Azuma,1992-09-11,Staff,40000
499898,Alagu,Azuma,9999-01-01,Senior Staff,40000
499920,Christ,Murtagh,1995-04-17,Staff,73573
499920,Christ,Murtagh,9999-01-01,Senior Staff,73573
499922,Mitsuyuki,Doering,1991-07-03,Staff,50525
499922,Mitsuyuki,Doering,9999-01-01,Senior Staff,50525
499939,Haldun,Zaumen,2001-03-03,Staff,62807
499940,Yolla,Auria,9999-01-01,Senior Staff,43417
499986,Nathan,Ranta,1992-08-11,Staff,91988
499986,Nathan,Ranta,9999-01-01,Senior Staff,91988
10001,Georgi,Facello,9999-01-01,Senior Engineer,60117
10004,Chirstian,Koblick,9999-01-01,Senior Engineer,40054
10004,Chirstian,Koblick,1995-12-01,Engineer,40054
10018,Kazuhide,Peha,9999-01-01,Senior Engineer,55881
10018,Kazuhide,Peha,1995-04-03,Engineer,55881
10053,Sanjiv,Zschoche,9999-01-01,Senior Staff,67854
10067,Claudi,Stavenow,9999-01-01,Senior Engineer,44642
10067,Claudi,Stavenow,1996-03-03,Engineer,44642
10072,Hironoby,Sidou,9999-01-01,Senior Engineer,40000
10072,Hironoby,Sidou,1995-05-21,Engineer,40000
10088,Jungsoon,Syrzycki,1993-09-02,Staff,65957
10088,Jungsoon,Syrzycki,9999-01-01,Senior Staff,65957
10103,Akemi,Birch,9999-01-01,Engineer,68158
10108,Lunjin,Giveon,2001-10-20,Staff,40000
10116,Dayanand,Czap,1998-11-01,Senior Engineer,44034
10126,Kayoko,Valtorta,1991-09-08,Staff,40000
10126,Kayoko,Valtorta,9999-01-01,Senior Staff,40000
10129,Armond,Peir,9999-01-01,Technique Leader,40000
10130,Nishit,Casperson,9999-01-01,Senior Engineer,40000
10134,Diederik,Siprelle,9999-01-01,Senior Engineer,40000
10134,Diederik,Siprelle,1994-12-12,Engineer,40000
10138,Perry,Shimshoni,9999-01-01,Senior Engineer,53574
10138,Perry,Shimshoni,2001-03-03,Engineer,53574
10149,Xiadong,Perry,1996-08-27,Staff,88740
10150,Zhenbing,Perng,9999-01-01,Senior Engineer,70122
10150,Zhenbing,Perng,1995-11-16,Engineer,70122
10161,Hairong,Mellouli,1994-01-05,Engineer,43149
10198,Pranav,Furedi,9999-01-01,Senior Engineer,44076
10198,Pranav,Furedi,1993-08-31,Engineer,44076
10217,Yongmin,Roison,1993-08-05,Technique Leader,40000
10224,Leon,Trogemann,9999-01-01,Senior Engineer,40000
10224,Leon,Trogemann,1996-01-09,Engineer,40000
10229,Ulises,Takanami,2000-06-30,Engineer,58321
10233,Lein,Vendrig,2000-04-28,Staff,40000
10233,Lein,Vendrig,9999-01-01,Senior Staff,40000
10283,Kauko,Birjandi,9999-01-01,Senior Engineer,40000
10283,Kauko,Birjandi,1995-05-26,Engineer,40000
10305,Hirochika,Piancastelli,1992-06-02,Engineer,52550
10327,Roded,Facello,1993-05-22,Engineer,54734
10340,Djelloul,Laventhal,1993-03-30,Staff,68132
10340,Djelloul,Laventhal,9999-01-01,Senior Staff,68132
10355,Satyanarayana,Cochrane,9999-01-01,Staff,70434
10364,Nakhoon,Dengi,9999-01-01,Senior Engineer,51401
10396,Sibyl,Rahier,9999-01-01,Senior Engineer,40393
10402,Volkmar,Ebeling,9999-01-01,Technique Leader,40000
10404,Prodip,Rosti,9999-01-01,Senior Engineer,51647
10404,Prodip,Rosti,1996-08-28,Engineer,51647
10426,Arunas,Luce,9999-01-01,Technique Leader,65757
10429,Martien,Improta,9999-01-01,Senior Engineer,40000
10451,Bodh,Ranta,9999-01-01,Senior Engineer,46275
10451,Bodh,Ranta,1998-03-12,Engineer,46275
10451,Bodh,Ranta,1993-03-12,Assistant Engineer,46275
10453,Tsvetan,Matzel,1993-04-02,Staff,40000
10453,Tsvetan,Matzel,9999-01-01,Senior Staff,40000
10463,Ung,Zaiane,9999-01-01,Staff,66480
10466,Jiakeng,Himler,2000-08-15,Staff,55318
10494,Yakkov,Servieres,9999-01-01,Senior Engineer,50094
10494,Yakkov,Servieres,2000-12-17,Engineer,50094
10538,Przemyslawa,Falby,1998-12-13,Senior Engineer,72002
10575,Theirry,Yeung,2000-11-22,Senior Engineer,40523
10591,Hidde,Hettesheimer,1988-09-20,Staff,55131
10608,Adhemar,Talmor,1991-06-02,Senior Engineer,40000
10628,Krisda,Krogh,9999-01-01,Senior Engineer,41650
10628,Krisda,Krogh,2001-03-14,Engineer,41650
10628,Krisda,Krogh,1994-03-14,Assistant Engineer,41650
10642,Hirochika,Narlikar,9999-01-01,Engineer,40000
10672,Bluma,Zeilberger,1996-04-19,Senior Engineer,64663
10693,Berhard,Daescu,1991-01-08,Staff,40000
10693,Berhard,Daescu,9999-01-01,Senior Staff,40000
10694,Rildo,Straney,1993-01-25,Staff,53020
10694,Rildo,Straney,2001-07-11,Senior Staff,53020
10726,Zita,Minakawa,9999-01-01,Senior Engineer,46315
10726,Zita,Minakawa,2001-02-24,Engineer,46315
10777,Mizuhito,Kemmerer,2001-03-27,Senior Engineer,40000
10777,Mizuhito,Kemmerer,1996-03-16,Engineer,40000
10795,Supot,Naudin,1999-05-03,Staff,84206
10795,Supot,Naudin,9999-01-01,Senior Staff,84206
10803,Katsuyuki,Velasco,2002-04-02,Senior Engineer,54260
10803,Katsuyuki,Velasco,1997-04-20,Engineer,54260
10844,Dipayan,Koprowski,9999-01-01,Engineer,40000
10848,Fen,Bratsberg,9999-01-01,Senior Engineer,50475
10848,Fen,Bratsberg,1992-04-20,Engineer,50475
10867,Billur,Gyorkos,2002-03-22,Engineer,40000
10879,Muzhong,Chleq,9999-01-01,Senior Engineer,65651
10895,Vishwani,Petersohn,1987-04-13,Staff,67103
10912,Oscal,Fasbender,1991-04-23,Staff,45665
10912,Oscal,Fasbender,1999-09-26,Senior Staff,45665
10927,Gal,Scallan,1993-09-12,Staff,51819
10927,Gal,Scallan,9999-01-01,Senior Staff,51819
10936,Mountaz,Schicker,1996-05-08,Staff,40000
10936,Mountaz,Schicker,9999-01-01,Senior Staff,40000
10943,Berna,Skafidas,9999-01-01,Senior Engineer,45890
10943,Berna,Skafidas,1999-05-22,Engineer,45890
10965,Eckart,Braunschweig,9999-01-01,Senior Staff,61654
10989,Sumali,Candan,1991-07-20,Staff,46406
10989,Sumali,Candan,9999-01-01,Senior Staff,46406
10990,Shin,Foote,9999-01-01,Technique Leader,40000
11009,Alper,Axelband,1993-09-09,Staff,75111
11009,Alper,Axelband,9999-01-01,Senior Staff,75111
11012,Taegyun,Speckmann,9999-01-01,Staff,72092
11028,Miyeon,Krider,1997-09-04,Senior Engineer,41111
11028,Miyeon,Krider,1991-06-18,Engineer,41111
11031,Ottavia,Walstra,1993-10-24,Staff,71654
11031,Ottavia,Walstra,9999-01-01,Senior Staff,71654
11037,Lansing,Maliniak,9999-01-01,Senior Engineer,40000
11037,Lansing,Maliniak,1995-01-28,Engineer,40000
11038,Jinya,Beidas,1992-07-15,Staff,44993
11038,Jinya,Beidas,9999-01-01,Senior Staff,44993
11100,Berna,Cochrane,1993-10-13,Staff,40000
11100,Berna,Cochrane,9999-01-01,Senior Staff,40000
11112,Boaz,Mukaidono,9999-01-01,Staff,40000
11134,Sachar,Rajcani,9999-01-01,Senior Engineer,58731
11134,Sachar,Rajcani,2002-05-19,Engineer,58731
11137,Hugh,Luca,9999-01-01,Engineer,40000
11139,Bogdan,Homond,1995-05-11,Staff,63596
11139,Bogdan,Homond,9999-01-01,Senior Staff,63596
11146,Ishfaq,Masand,1997-08-21,Staff,96019
11146,Ishfaq,Masand,9999-01-01,Senior Staff,96019
11180,Mitsuyuki,Bojadziev,9999-01-01,Senior Engineer,40000
11180,Mitsuyuki,Bojadziev,1992-06-10,Engineer,40000
11197,Tadahiro,Fordan,9999-01-01,Senior Staff,88741
11203,Sakthirel,Yetto,1996-01-06,Staff,68049
11203,Sakthirel,Yetto,1996-06-15,Senior Staff,68049
11204,Diederik,Covnot,9999-01-01,Technique Leader,40000
11208,Saniya,Valtorta,9999-01-01,Technique Leader,83660
11217,Kellie,Mawatari,9999-01-01,Senior Engineer,40000
11232,Hidefumi,Crelier,2000-08-01,Staff,43863
11232,Hidefumi,Crelier,9999-01-01,Senior Staff,43863
11249,Randi,Cyre,9999-01-01,Engineer,43324
11249,Randi,Cyre,1994-09-22,Assistant Engineer,43324
11268,Aimee,Petersohn,9999-01-01,Senior Engineer,40000
11268,Aimee,Petersohn,1995-10-25,Engineer,40000
11290,Visit,Dredge,9999-01-01,Engineer,65034
11291,Gino,Glowinski,2001-04-15,Senior Engineer,54307
11319,Pranas,Marrakchi,9999-01-01,Assistant Engineer,40000
11322,Nathalie,Pocchiola,9999-01-01,Senior Engineer,43021
11322,Nathalie,Pocchiola,1999-07-08,Engineer,43021
11322,Nathalie,Pocchiola,1992-07-07,Assistant Engineer,43021
11376,Valery,Suomi,1994-03-14,Staff,46964
11376,Valery,Suomi,9999-01-01,Senior Staff,46964
11385,Shiv,Ullian,9999-01-01,Engineer,40000
11393,Junsik,Junot,9999-01-01,Senior Engineer,40000
11393,Junsik,Junot,1992-04-30,Engineer,40000
11404,Bedrich,Borovoy,9999-01-01,Technique Leader,42907
11431,Youngkon,Picht,1991-09-16,Staff,44804
11431,Youngkon,Picht,2001-03-03,Senior Staff,44804
11441,Marlo,Aingworth,9999-01-01,Senior Staff,67352
11449,Kotesh,Asser,9999-01-01,Senior Engineer,61434
11449,Kotesh,Asser,2000-02-03,Engineer,61434
11459,Duke,Suomi,1992-05-02,Staff,40000
11459,Duke,Suomi,9999-01-01,Senior Staff,40000
11461,Kish,Cronau,1997-07-20,Senior Engineer,49398
11461,Kish,Cronau,1992-08-18,Engineer,49398
11501,Karsten,Ranum,1999-10-24,Staff,48608
11501,Karsten,Ranum,2002-03-20,Senior Staff,48608
11506,Rance,Picel,9999-01-01,Staff,89747
11509,Aleksander,Feldhoffer,9999-01-01,Senior Engineer,40000
11509,Aleksander,Feldhoffer,1992-11-11,Engineer,40000
11513,Otmar,Mahnke,1998-08-25,Staff,82525
11513,Otmar,Mahnke,9999-01-01,Senior Staff,82525
11524,Xiadong,Standera,9999-01-01,Senior Engineer,41081
11528,Zito,Dolinsky,9999-01-01,Technique Leader,44026
11568,Martins,Fujisaki,9999-01-01,Senior Engineer,54673
11568,Martins,Fujisaki,2000-03-13,Engineer,54673
11578,Edwin,Rosti,2002-02-17,Senior Engineer,40000
11578,Edwin,Rosti,1991-11-22,Engineer,40000
11640,Valeri,Coorg,9999-01-01,Senior Engineer,52520
11647,Magy,Nitsche,9999-01-01,Senior Engineer,40000
11647,Magy,Nitsche,1993-05-11,Engineer,40000
11660,Gill,Stenning,1994-11-22,Staff,65758
11660,Gill,Stenning,9999-01-01,Senior Staff,65758
11676,Valeri,Ferriere,9999-01-01,Engineer,43310
11696,Dante,Rothe,1994-10-23,Staff,51633
11696,Dante,Rothe,9999-01-01,Senior Staff,51633
11705,Arve,Hofmeyr,1990-10-30,Staff,79701
11705,Arve,Hofmeyr,1994-06-30,Senior Staff,79701
11735,Amalendu,Picci,1997-07-14,Staff,40000
11735,Amalendu,Picci,9999-01-01,Senior Staff,40000
11738,Tadahiro,Lichtman,1995-06-27,Senior Engineer,58432
11738,Tadahiro,Lichtman,1992-06-18,Engineer,58432
11746,Koichi,Marrakchi,1995-11-18,Staff,55951
11746,Koichi,Marrakchi,9999-01-01,Senior Staff,55951
11751,Jiafu,Emiris,1993-11-03,Staff,40000
11751,Jiafu,Emiris,9999-01-01,Senior Staff,40000
11769,Chandrasekaran,Lampe,2001-10-22,Staff,40000
11769,Chandrasekaran,Lampe,9999-01-01,Senior Staff,40000
11813,Gita,Muhlberg,1991-07-20,Staff,94687
11838,Taiji,Nitta,1991-05-09,Staff,68674
11864,Pradeep,Kriebel,9999-01-01,Staff,52517
11871,Nalini,Sommen,9999-01-01,Senior Engineer,67424
11871,Nalini,Sommen,1998-10-13,Engineer,67424
11883,Nectarios,Bhattacharjee,1990-10-28,Engineer,58135
11906,Hideo,Boguraev,9999-01-01,Engineer,81324
11915,Miomir,Mawatari,9999-01-01,Senior Engineer,58042
11915,Miomir,Mawatari,2001-06-28,Engineer,58042
11931,Gunilla,Chiodo,2000-01-13,Staff,73369
11931,Gunilla,Chiodo,9999-01-01,Senior Staff,73369
11949,Martijn,Harbusch,9999-01-01,Technique Leader,40000
12011,Zhilian,Coorg,1997-07-22,Staff,85833
12011,Zhilian,Coorg,9999-01-01,Senior Staff,85833
12025,Jaewoo,Heiserman,1990-06-09,Staff,62126
12050,Yuchang,Tchuente,9999-01-01,Engineer,46704
12050,Yuchang,Tchuente,1996-04-01,Assistant Engineer,46704
12070,Ger,Shokrollahi,9999-01-01,Technique Leader,50233
12076,Karlis,Siprelle,9999-01-01,Senior Staff,75381
12082,Xinan,Yamaashi,1992-01-29,Staff,72118
12082,Xinan,Yamaashi,9999-01-01,Senior Staff,72118
12103,Becky,Erie,1992-09-18,Staff,56188
12122,Satoru,Krone,9999-01-01,Senior Engineer,46398
12122,Satoru,Krone,1992-07-23,Engineer,46398
12125,Shounak,Erman,9999-01-01,Engineer,41215
12149,Suebskul,Grandbois,9999-01-01,Senior Staff,109934
12173,Adel,Nanard,2000-05-20,Senior Engineer,58321
12192,Feiyu,Klyachko,9999-01-01,Senior Engineer,41625
12192,Feiyu,Klyachko,1991-09-02,Engineer,41625
12218,Yaghout,Strooper,9999-01-01,Senior Engineer,40000
12218,Yaghout,Strooper,2000-03-11,Engineer,40000
12223,Niteen,Koyama,9999-01-01,Senior Engineer,54459
12223,Niteen,Koyama,1995-08-13,Engineer,54459
12247,Subbu,Penttonen,9999-01-01,Technique Leader,59183
12254,Chaitali,Stafford,1989-10-31,Engineer,44848
12264,Mart,Pagter,9999-01-01,Engineer,51816
12270,Shakhar,Kornyak,1996-08-19,Staff,52840
12270,Shakhar,Kornyak,9999-01-01,Senior Staff,52840
12272,Behnaam,Grandbois,1992-12-07,Staff,43811
12272,Behnaam,Grandbois,9999-01-01,Senior Staff,43811
12303,Godehard,Braccini,1988-07-19,Senior Staff,40000
12311,Susanne,Lubachevsky,9999-01-01,Senior Engineer,40000
12312,Chenye,Velasco,1996-12-18,Engineer,52344
12312,Chenye,Velasco,1994-11-24,Assistant Engineer,52344
12327,DAIDA,Bruckman,9999-01-01,Senior Engineer,67449
12327,DAIDA,Bruckman,1992-10-15,Engineer,67449
12343,Sorina,Slaats,1997-08-25,Staff,52134
12343,Sorina,Slaats,9999-01-01,Senior Staff,52134
12365,Kamakshi,Bisiani,9999-01-01,Senior Engineer,40000
12365,Kamakshi,Bisiani,1994-09-12,Engineer,40000
12395,Sanjit,Felder,9999-01-01,Senior Staff,66909
12399,Mihalis,Luga,1996-12-06,Staff,85582
12399,Mihalis,Luga,9999-01-01,Senior Staff,85582
12411,Shao,Ibel,1991-08-17,Staff,97610
12411,Shao,Ibel,9999-01-01,Senior Staff,97610
12413,Hugh,Gadepally,9999-01-01,Senior Engineer,53179
12413,Hugh,Gadepally,1999-03-04,Engineer,53179
12417,Dannz,Spelt,9999-01-01,Senior Engineer,67342
12451,Pramod,Marzano,1995-03-18,Senior Engineer,40000
12451,Pramod,Marzano,1991-11-26,Engineer,40000
12464,Shai,Milicic,9999-01-01,Staff,50448
12475,Filipe,Roison,9999-01-01,Senior Engineer,40000
12475,Filipe,Roison,1996-04-25,Engineer,40000
12478,Yahiko,Hopewell,1997-07-05,Staff,50404
12478,Yahiko,Hopewell,1998-12-11,Senior Staff,50404
12487,Mona,Reghbati,9999-01-01,Senior Staff,40000
12489,Arnould,Munck,9999-01-01,Senior Engineer,63306
12490,Jackson,Muchinsky,9999-01-01,Senior Engineer,40000
12490,Jackson,Muchinsky,2000-05-08,Engineer,40000
12501,Morrie,Matheson,9999-01-01,Senior Staff,76082
12534,Yongmao,Gerlach,9999-01-01,Senior Engineer,66715
12551,Jeane,Tzvieli,9999-01-01,Senior Engineer,40000
12551,Jeane,Tzvieli,1993-12-03,Engineer,40000
12553,Aral,Vesna,9999-01-01,Senior Staff,40000
12589,Anoosh,Chleq,9999-01-01,Senior Engineer,59441
12589,Anoosh,Chleq,1997-09-08,Engineer,59441
12596,Breannda,Roisin,9999-01-01,Senior Staff,40000
12601,Ghassan,Simkin,9999-01-01,Senior Engineer,41714
12601,Ghassan,Simkin,2002-07-09,Engineer,41714
12601,Ghassan,Simkin,1997-07-09,Assistant Engineer,41714
12608,Nectarios,Mondadori,2000-02-22,Staff,40000
12608,Nectarios,Mondadori,9999-01-01,Senior Staff,40000
12635,Xinyu,Restivo,9999-01-01,Senior Engineer,40000
12635,Xinyu,Restivo,2000-02-03,Engineer,40000
12638,Yuqun,Seiwald,9999-01-01,Engineer,56677
12663,Nobuyoshi,Stellhorn,9999-01-01,Technique Leader,49966
12691,Oddvar,Gils,9999-01-01,Senior Engineer,48493
12691,Oddvar,Gils,1998-08-25,Engineer,48493
12694,Kazuhira,Luders,1998-05-30,Engineer,53019
12697,Uri,Brizzi,1994-07-11,Staff,40000
12697,Uri,Brizzi,9999-01-01,Senior Staff,40000
12709,Ronghao,Botman,9999-01-01,Senior Engineer,45510
12709,Ronghao,Botman,2001-02-25,Engineer,45510
12726,Fumitake,Panwar,9999-01-01,Senior Engineer,61177
12732,Mara,Takanami,9999-01-01,Senior Staff,74436
12734,Gil,Frijda,9999-01-01,Senior Engineer,40000
12755,Rildo,Rodite,1994-03-18,Staff,40196
12755,Rildo,Rodite,9999-01-01,Senior Staff,40196
12790,Gunilla,Perl,2000-08-07,Staff,87760
12790,Gunilla,Perl,9999-01-01,Senior Staff,87760
12795,Masoud,Fordan,1997-06-23,Staff,56969
12795,Masoud,Fordan,9999-01-01,Senior Staff,56969
12803,Gad,Boissier,1990-03-16,Staff,91789
12803,Gad,Boissier,9999-01-01,Senior Staff,91789
12815,Sushant,Junot,1993-02-27,Staff,65073
12815,Sushant,Junot,9999-01-01,Senior Staff,65073
12816,Freyja,Ramras,1999-09-08,Senior Engineer,66194
12816,Freyja,Ramras,1992-04-18,Engineer,66194
12848,Kazuhide,Smeets,9999-01-01,Engineer,40000
12863,Leif,Matheson,9999-01-01,Senior Engineer,62803
12863,Leif,Matheson,1990-09-06,Engineer,62803
12872,Marl,Schmittgen,1993-09-09,Staff,56040
12872,Marl,Schmittgen,9999-01-01,Senior Staff,56040
12876,Apostol,Goodrum,2000-12-24,Engineer,42277
12888,Martien,Erni,1992-05-06,Staff,41673
12888,Martien,Erni,1995-04-07,Senior Staff,41673
12890,Neven,Casley,9999-01-01,Senior Staff,66803
12895,Roddy,Serot,9999-01-01,Senior Engineer,40000
12949,Geoff,Asrin,9999-01-01,Senior Engineer,40000
12949,Geoff,Asrin,1992-02-12,Engineer,40000
12974,Gift,Frolund,1994-10-24,Staff,93034
12974,Gift,Frolund,1994-11-03,Senior Staff,93034
12977,Byong,Markovitch,9999-01-01,Senior Engineer,61326
12977,Byong,Markovitch,1992-08-23,Engineer,61326
13012,Florina,Harbusch,2002-05-24,Senior Engineer,40000
13046,Vivian,Stafford,9999-01-01,Senior Staff,40000
13049,Fan,Naudin,1986-01-08,Staff,60266
13103,Srinidhi,Ellozy,9999-01-01,Senior Engineer,40000
13113,Kwun,Landherr,1996-10-07,Staff,66941
13134,Lorien,Chepyzhov,9999-01-01,Senior Engineer,51227
13134,Lorien,Chepyzhov,1993-10-22,Engineer,51227
13146,Haldon,Erie,9999-01-01,Senior Staff,61398
13168,Munir,Stentiford,9999-01-01,Senior Engineer,49210
13168,Munir,Stentiford,1992-09-10,Engineer,49210
13170,Cheong,Bernardeschi,1998-01-09,Staff,49012
13170,Cheong,Bernardeschi,9999-01-01,Senior Staff,49012
13171,Anoosh,Birnbaum,9999-01-01,Senior Engineer,40000
13171,Anoosh,Birnbaum,1995-08-31,Engineer,40000
13173,Arve,Horswill,1996-09-23,Staff,46354
13173,Arve,Horswill,9999-01-01,Senior Staff,46354
13179,Moty,Janocha,9999-01-01,Staff,90233
13182,Kokou,Rodite,9999-01-01,Engineer,46832
13186,Kyoichi,Barbanera,1995-04-29,Staff,93138
13186,Kyoichi,Barbanera,9999-01-01,Senior Staff,93138
13210,Jianhua,Klassen,2002-07-27,Staff,83961
13210,Jianhua,Klassen,9999-01-01,Senior Staff,83961
13213,Hein,Billawala,1993-08-30,Staff,61131
13213,Hein,Billawala,9999-01-01,Senior Staff,61131
13221,Premsyl,Famili,1993-02-26,Staff,47724
13221,Premsyl,Famili,1998-10-21,Senior Staff,47724
13232,Mitchel,Fujisaki,9999-01-01,Technique Leader,40000
13238,Ebru,Foote,1998-10-10,Staff,40000
13238,Ebru,Foote,9999-01-01,Senior Staff,40000
