emp_no,first_name,last_name,to_date
245373,Sivanarayana,Spell,1999-01-01
245381,Krister,Cromarty,1999-01-01
245385,Arvind,Michaeli,1999-01-01
245398,Kazuhisa,Berstel,1999-01-01
245415,Kasidit,Leuchs,1999-01-01
245425,Licheng,Schieder,1999-01-01
245430,Roselyn,Granlund,1999-01-01
245434,Narain,Gulla,1999-01-01
245444,Moie,Mattern,1999-01-01
245463,Chenye,Rajcani,1999-01-01
245474,Brewster,Matheson,1999-01-01
245491,Tzu,Krychniak,1999-01-01
245493,Mechthild,Kirkerud,1999-01-01
245503,Lakshmi,Narahara,1999-01-01
245517,Keiichiro,Koshiba,1999-01-01
245527,Falguni,Nourani,1999-01-01
245528,Kristinn,Baumann,1999-01-01
245530,Mayuko,Poulakidas,1999-01-01
245535,Xinan,Reeken,1999-01-01
245537,Uri,Broomell,1999-01-01
245540,Oscal,Bresenham,1999-01-01
245561,Peternela,Bottner,1999-01-01
245565,Basant,Yeung,1999-01-01
245567,Khaled,Anguita,1999-01-01
245580,Mohamadou,Kossowski,1999-01-01
245585,Shrikanth,Bellmore,1999-01-01
245590,Doowon,Honglei,1999-01-01
245593,Shigeu,Perez,1999-01-01
245598,Takanari,Remmers,1999-01-01
245611,Arup,Randi,1999-01-01
245622,Sergi,Pellegrinelli,1999-01-01
245634,Berry,Hatcliff,1999-01-01
245642,Kiyokazu,Sommer,1999-01-01
245645,Guttorm,Decaestecker,1999-01-01
245653,Padma,Brlek,1999-01-01
245688,Mrinalini,Ambroszkiewicz,1999-01-01
245717,Chinya,Nergos,1999-01-01
245719,Ayonca,Lowrie,1999-01-01
245740,Arun,Pelz,1999-01-01
245742,Ohad,Lampe,1999-01-01
245756,Munenori,Nitto,1999-01-01
245771,Fox,Murtafg,1999-01-01
245777,Randi,Bultermann,1999-01-01
245790,Yongmao,Alblas,1999-01-01
245815,Sahrah,Swick,1999-01-01
245829,Valter,McConalogue,1999-01-01
245833,Francesca,Fontan,1999-01-01
245835,Peternela,Back,1999-01-01
245837,Poorav,Kermarrec,1999-01-01
245840,Shan,Beznosov,1999-01-01
245880,Valdiodio,Giveon,1999-01-01
245886,Frederique,Herath,1999-01-01
245889,Mohamadou,Cappelli,1999-01-01
245902,Mizuhito,Rajaraman,1999-01-01
245914,Shim,Swick,1999-01-01
245920,Baoqiu,Nishimukai,1999-01-01
245927,Udo,Orlowski,1999-01-01
245953,Xiaoqiang,Azuma,1999-01-01
245969,Akhilish,Kushner,1999-01-01
245986,Reinhard,Gargeya,1999-01-01
245997,Zhongwei,Rusterholz,1999-01-01
245998,Suvo,Deville,1999-01-01
246005,Marke,Hanratty,1999-01-01
246012,Moie,Rusmann,1999-01-01
246038,Herbert,Pettit,1999-01-01
246039,Weicheng,Osgood,1999-01-01
246041,Maria,Bahl,1999-01-01
246050,Douadi,Valiente,1999-01-01
246061,Jaana,Ramsey,1999-01-01
246062,Divier,Codenie,1999-01-01
246071,Ortrud,Ramras,1999-01-01
246073,Karoline,Pietrzykowski,1999-01-01
246077,Berni,Fordan,1999-01-01
246089,Hironobu,Otillio,1999-01-01
246093,Munehiko,Conti,1999-01-01
246100,Barry,Weedman,1999-01-01
246101,Karoline,Sherertz,1999-01-01
246103,Muneo,Chinal,1999-01-01
246114,Oscar,Kabayashi,1999-01-01
246134,Nobuyoshi,Belinskaya,1999-01-01
246140,Duangkaew,Zschoche,1999-01-01
246149,Guangming,Fargier,1999-01-01
246155,Phillip,Peak,1999-01-01
246157,Saddek,Ohori,1999-01-01
246160,Bilhanan,McFarlin,1999-01-01
246165,Hironobu,Spinelli,1999-01-01
246170,Shugo,Zirintsis,1999-01-01
246182,Jahangir,Heydon,1999-01-01
246198,Aruna,Spataro,1999-01-01
246207,Sumali,Piazza,1999-01-01
246215,Seshu,Anger,1999-01-01
246224,Kenton,Griswold,1999-01-01
246225,Reuven,Birjandi,1999-01-01
246236,Muzhong,Sudkamp,1999-01-01
246240,Gian,Polajnar,1999-01-01
246249,Jamaludin,Remmele,1999-01-01
246253,Neven,Jansen,1999-01-01
246273,Uwe,Poulakidas,1999-01-01
246289,Owen,Polupanov,1999-01-01
246295,Kwangyoen,Asmuth,1999-01-01
246320,Michaela,Bage,1999-01-01
246322,Kazuhito,Staudhammer,1999-01-01
246356,Koldo,Pagter,1999-01-01
246381,Feiyu,Peha,1999-01-01
246383,Mart,Radivojevic,1999-01-01
246392,Toshimo,Tyugu,1999-01-01
246395,Vasilii,Schwabacher,1999-01-01
246428,Kwangjo,Velasco,1999-01-01
246435,Becky,Merkl,1999-01-01
246437,Michaela,Badache,1999-01-01
246446,Arlette,Molenkamp,1999-01-01
246467,Adel,Nations,1999-01-01
246482,Tsutomu,Journel,1999-01-01
246490,Ohad,Farris,1999-01-01
246498,Matt,Herber,1999-01-01
246505,Hugo,Byoun,1999-01-01
246510,Chinho,Zedlitz,1999-01-01
246511,Kokou,Pelz,1999-01-01
246513,Magy,Parhami,1999-01-01
246522,Toshimi,Ramras,1999-01-01
246545,Honesty,Benantar,1999-01-01
246549,Kwok,Picel,1999-01-01
246556,Hairong,Axelband,1999-01-01
246559,Gian,Rissanen,1999-01-01
246566,Heekeun,Eickenmeyer,1999-01-01
246568,Tianruo,Dymetman,1999-01-01
246571,Kristof,Leuchs,1999-01-01
246590,Vesna,Panwar,1999-01-01
246600,Visit,Chachaty,1999-01-01
246622,Shigeu,Valette,1999-01-01
246630,Adib,Markovitch,1999-01-01
246639,Sergi,Schiettecatte,1999-01-01
246647,Poorav,Cochrane,1999-01-01
246651,Mohammed,Heemskerk,1999-01-01
246658,Hatim,Nitsche,1999-01-01
246677,Marlo,Stellhorn,1999-01-01
246692,Lansing,Conti,1999-01-01
246700,Bodh,Cools,1999-01-01
246709,Pohua,Sundgren,1999-01-01
246717,Sham,Benzmuller,1999-01-01
246720,Sreekrishna,Quaggetto,1999-01-01
246722,Jouni,Heemskerk,1999-01-01
246739,Takahito,Llado,1999-01-01
246743,Zhonghua,Bridgland,1999-01-01
246756,Suvo,Schwartzburd,1999-01-01
246765,Oguz,Osgood,1999-01-01
246775,Jixiang,Kamber,1999-01-01
246782,Torsten,Hettesheimer,1999-01-01
246783,Sariel,Garigliano,1999-01-01
246794,Marlo,Rebaine,1999-01-01
246812,Goa,Jonsson,1999-01-01
246817,Taegyun,Czaja,1999-01-01
246834,Gladys,Dusink,1999-01-01
246839,Zhanqiu,Yoshimura,1999-01-01
246851,Isamu,Farris,1999-01-01
246854,Roddy,Gips,1999-01-01
246858,Dannz,Swist,1999-01-01
246866,Huican,Carrera,1999-01-01
246873,Shaz,Vilarrasa,1999-01-01
246881,Atreyi,Karcich,1999-01-01
246901,Khue,Heinisuo,1999-01-01
246904,Carrsten,Armand,1999-01-01
246915,Masamitsu,Pollock,1999-01-01
246919,Menkae,Perin,1999-01-01
246930,Kitty,Anguita,1999-01-01
246947,Arvind,Montemayor,1999-01-01
246957,Juichirou,Gini,1999-01-01
246959,Tomoyuki,Lindenbaum,1999-01-01
246979,Youjian,Wuwongse,1999-01-01
246984,Taizo,Fraisse,1999-01-01
246997,Jaewon,Aloia,1999-01-01
247055,Fan,Peris,1999-01-01
247056,Syozo,Figueira,1999-01-01
247060,Pranay,Bamford,1999-01-01
247065,Shakhar,Zedlitz,1999-01-01
247084,Collette,Yurek,1999-01-01
247086,Boaz,Mundy,1999-01-01
247104,Jinya,Schnelling,1999-01-01
247116,Adil,Lambe,1999-01-01
247118,Khaled,Panwar,1999-01-01
247135,Yaghout,Bage,1999-01-01
247168,Taisook,Barriga,1999-01-01
247170,Wonhee,Lanteri,1999-01-01
247185,Yishai,Stifter,1999-01-01
247198,Conrado,Zultner,1999-01-01
247206,Jordanka,Ishibashi,1999-01-01
247210,Guoxiang,Kuzuoka,1999-01-01
247216,Georg,Bazzichi,1999-01-01
247220,Aimee,Miyakawa,1999-01-01
247232,Mariangiola,Mandelberg,1999-01-01
247256,Patricio,Reutenauer,1999-01-01
247284,Gina,Otillio,1999-01-01
247299,Yinlin,Whitcomb,1999-01-01
247306,Berry,Rosaz,1999-01-01
247311,Pranay,Bolsens,1999-01-01
247315,Fei,Lorho,1999-01-01
247318,Sarita,Baek,1999-01-01
247323,Shaz,Godskesen,1999-01-01
247332,Hugo,Gerlach,1999-01-01
247335,Dante,Bottner,1999-01-01
247338,Giri,Pardalos,1999-01-01
247377,Yurij,Bondorf,1999-01-01
247400,Huei,Chappelet,1999-01-01
247401,Sudharsan,Iivonen,1999-01-01
247408,Aamod,Perez,1999-01-01
247410,Arif,Spataro,1999-01-01
247411,Anyuan,Hedayat,1999-01-01
247412,Jaihie,Brodie,1999-01-01
247427,Uinam,Schaaf,1999-01-01
247442,Mantis,Fordan,1999-01-01
247449,Anneli,Percebois,1999-01-01
247453,Khoa,Flasterstein,1999-01-01
247458,Minghong,Monkewich,1999-01-01
247472,Mayuko,Rossi,1999-01-01
247477,Alenka,Kropp,1999-01-01
247485,Mrinalini,Luby,1999-01-01
247502,Yinlin,Iivonen,1999-01-01
247518,Yefim,Siprelle,1999-01-01
247537,Muzhong,Eldridge,1999-01-01
247538,Fatemeh,Verspoor,1999-01-01
247540,Parviz,Murthy,1999-01-01
247559,Yechezkel,Szilard,1999-01-01
247577,Yuqun,Pileggi,1999-01-01
247590,Venkatesan,Chinen,1999-01-01
247594,Paraskevi,Showalter,1999-01-01
247634,Shiv,Axelband,1999-01-01
247645,Feiyu,Sundgren,1999-01-01
247667,Pranjal,Egerstedt,1999-01-01
247677,Weidon,Kavvadias,1999-01-01
247678,Vugranam,Khalid,1999-01-01
247681,Alejandra,Muniz,1999-01-01
247689,Gennadi,Fadgyas,1999-01-01
247702,Elzbieta,Vidal,1999-01-01
247706,Goa,Sethi,1999-01-01
247714,Vivian,Swist,1999-01-01
247715,Harjit,Scharstein,1999-01-01
247722,Roselyn,Molenkamp,1999-01-01
247729,Filipp,Morris,1999-01-01
247731,Khatoun,Kopetz,1999-01-01
247761,Kazunori,Bresenham,1999-01-01
247763,Remzi,Cincotta,1999-01-01
247769,Vugranam,Melton,1999-01-01
247774,Pranay,Jeansoulin,1999-01-01
247777,Shen,Herath,1999-01-01
247784,Ortrud,Kaelbling,1999-01-01
247790,Goo,Apsitis,1999-01-01
247807,Aemilian,Azumi,1999-01-01
247808,Sadun,Mitina,1999-01-01
247817,Chaoyi,Morrow,1999-01-01
247826,Xiaoheng,Kopetz,1999-01-01
247827,Arif,Lund,1999-01-01
247855,Shao,Yamaashi,1999-01-01
247858,Conor,Fritzsche,1999-01-01
247860,Inderjeet,Ruther,1999-01-01
247863,Pranav,Bugaenko,1999-01-01
247872,Ger,Imataki,1999-01-01
247876,Felicidad,Beetstra,1999-01-01
247877,Amabile,Jarecki,1999-01-01
247878,Doohun,Peha,1999-01-01
247880,Saniya,Oxenboll,1999-01-01
247887,Ashish,Preusig,1999-01-01
247898,Karoline,Krohn,1999-01-01
247900,Tuval,Denis,1999-01-01
247910,Mohan,Merli,1999-01-01
247919,Volkmar,Piveteau,1999-01-01
247920,Shunichi,Miculan,1999-01-01
247942,Marjo,Merle,1999-01-01
247959,Moni,Piancastelli,1999-01-01
247963,Charlene,Back,1999-01-01
247967,Denny,Varker,1999-01-01
247968,Pintsang,Zweizig,1999-01-01
247971,Berni,Zweizig,1999-01-01
247973,Xuejun,Simmel,1999-01-01
247984,Gaetan,Srimani,1999-01-01
248000,Turgut,Thorensen,1999-01-01
248012,Shirish,Menhoudj,1999-01-01
248019,Adel,McDermid,1999-01-01
248023,Sverrir,Badache,1999-01-01
248035,Chikako,Maraist,1999-01-01
248038,Golgen,Stellhorn,1999-01-01
248049,Lunjin,Henseler,1999-01-01
248050,Conrado,Simmen,1999-01-01
248056,Suzette,Kroha,1999-01-01
248063,Lidong,Genther,1999-01-01
248066,JiYoung,Hebden,1999-01-01
248083,Zdislav,Wielonsky,1999-01-01
248084,Noritoshi,Renear,1999-01-01
248085,Emdad,Marciano,1999-01-01
248087,Christoph,Engelmann,1999-01-01
248092,Macha,Marzano,1999-01-01
248130,Jacqueline,Bahr,1999-01-01
248134,Fayez,Bernardeschi,1999-01-01
248172,Alassane,Couchot,1999-01-01
248219,Parviz,Levasseur,1999-01-01
248224,Baruch,Ranta,1999-01-01
248227,Zhiguo,Spell,1999-01-01
248232,Hinrich,Rodiger,1999-01-01
248233,Annemarie,Dayana,1999-01-01
248259,Tze,Serre,1999-01-01
248264,Niteen,Ligten,1999-01-01
248277,Yinlin,Boyle,1999-01-01
248292,Arunas,Bugrara,1999-01-01
248295,Francesca,Rathonyi,1999-01-01
248303,Subir,Hambrick,1999-01-01
248304,Xiaoshan,Krohn,1999-01-01
248310,Christophe,Ratnakar,1999-01-01
248320,Phuoc,Rehfuss,1999-01-01
248324,Rimli,Minakawa,1999-01-01
248327,Xuejia,Siprelle,1999-01-01
248335,Gaetan,Tibblin,1999-01-01
248336,Amstein,Vitiello,1999-01-01
248340,Maris,Dalphin,1999-01-01
248361,Luigi,Axelband,1999-01-01
248374,Dipankar,Speckmann,1999-01-01
248377,Felicidad,Luks,1999-01-01
248386,Yannik,Ernst,1999-01-01
248389,Yunming,Weedon,1999-01-01
248416,Lubomir,Ferretti,1999-01-01
248419,Toshimo,Ranst,1999-01-01
248437,Frederique,Porotnikoff,1999-01-01
248443,Zengping,Melton,1999-01-01
248454,Seongbae,Swab,1999-01-01
248456,Jinpo,Brender,1999-01-01
248462,Filipe,Gecsei,1999-01-01
248475,Masoud,Wursthorn,1999-01-01
248486,Karoline,Nishimukai,1999-01-01
248502,Sham,Vecchi,1999-01-01
248515,Duro,Swiler,1999-01-01
248537,Fumino,Cyne,1999-01-01
248542,Pranay,Hitomi,1999-01-01
248544,Basim,Murrill,1999-01-01
248571,Jiakeng,Vesna,1999-01-01
248572,Filipp,Fetvedt,1999-01-01
248580,Flemming,Borovoy,1999-01-01
248586,Divier,VanScheik,1999-01-01
248599,Chinhyun,Luit,1999-01-01
248600,Gio,Condotta,1999-01-01
248609,Eirik,Chimia,1999-01-01
248614,True,Rodiger,1999-01-01
248626,Yolla,Gruenwald,1999-01-01
248631,Sungwon,Pezzoli,1999-01-01
248632,Zijian,Clemencon,1999-01-01
248640,Jessie,Eiter,1999-01-01
248648,Zhiwei,Schlenzig,1999-01-01
248650,Vitali,Onuegbe,1999-01-01
248659,Yoshimitsu,Encarnacion,1999-01-01
248669,Mansur,Perz,1999-01-01
248686,Danil,Awdeh,1999-01-01
248688,Percy,Zlotek,1999-01-01
248706,Panayotis,Azuma,1999-01-01
248710,Fabrizio,Hockney,1999-01-01
248713,Valter,Gaughan,1999-01-01
248734,Mostafa,Ranst,1999-01-01
248743,Leif,Bahr,1999-01-01
248755,Kyoichi,Ranka,1999-01-01
248818,Yefim,Suomi,1999-01-01
248820,Howell,Seiwald,1999-01-01
248826,Jaana,Oxenboll,1999-01-01
248859,Arvind,Baar,1999-01-01
248860,Sreenivas,Carrere,1999-01-01
248871,Bokyung,Ozeki,1999-01-01
248885,Xiong,Kieras,1999-01-01
248888,Chikara,Thiran,1999-01-01
248902,Lihong,Esteva,1999-01-01
248908,Adit,Peha,1999-01-01
248933,Insup,Miyakawa,1999-01-01
248939,Paris,Ghelli,1999-01-01
248951,Matt,Zultner,1999-01-01
248957,Tomokazu,Peyn,1999-01-01
248959,Elrique,Noriega,1999-01-01
248965,Mack,Spinelli,1999-01-01
248973,Slavian,Akaboshi,1999-01-01
248979,Bezalel,Pezzoli,1999-01-01
248988,Lokesh,Wynblatt,1999-01-01
248989,Radoslaw,Giarratana,1999-01-01
248994,Heping,Picaronny,1999-01-01
248996,Basim,Sewelson,1999-01-01
249003,Saniya,Bondorf,1999-01-01
249011,JoAnne,Fargier,1999-01-01
249034,Arun,Ranum,1999-01-01
249045,Dinkar,Businaro,1999-01-01
249052,Houman,Awdeh,1999-01-01
249067,Geoff,Hasenauer,1999-01-01
249078,Tremaine,Orlowska,1999-01-01
249093,Koldo,Sridhar,1999-01-01
249094,Subhrajyoti,Siepmann,1999-01-01
249110,Yongmao,Lund,1999-01-01
249117,Ugo,Silva,1999-01-01
249121,Pantung,Turnbull,1999-01-01
249153,Arfst,Bridgland,1999-01-01
249159,Marjo,Dichev,1999-01-01
249166,Yuguang,Cooley,1999-01-01
249170,Masaru,Clouatre,1999-01-01
249174,Adam,Vernadat,1999-01-01
249193,Fan,Radhakrishnan,1999-01-01
249194,Yongmin,Gimbel,1999-01-01
249222,Sverrir,Srimani,1999-01-01
249225,Luise,Horswill,1999-01-01
249227,Manton,Chorvat,1999-01-01
249233,Mara,McAffer,1999-01-01
249237,Moti,Ciolek,1999-01-01
249238,Khaled,Lampe,1999-01-01
249245,Ramzi,Baaz,1999-01-01
249261,Gil,Pettis,1999-01-01
249276,Arra,Matheson,1999-01-01
249288,Youngkon,Marsiglia,1999-01-01
249299,Shaleah,Hebert,1999-01-01
249324,Chinya,Androutsos,1999-01-01
249339,Seongbin,Coors,1999-01-01
249341,Miquel,Reinhart,1999-01-01
249343,Radhika,Zumaque,1999-01-01
249355,Manu,Kalafatis,1999-01-01
249369,Lidong,Chinen,1999-01-01
249381,Guiseppe,Chappelet,1999-01-01
249387,Geraldo,Bharadwaj,1999-01-01
249394,Shiv,Crabtree,1999-01-01
249395,Shooichi,Falby,1999-01-01
249399,Aran,Eugenio,1999-01-01
249409,Mrinalini,Soicher,1999-01-01
249410,Caolyn,Comyn,1999-01-01
249411,Kwan,Gulik,1999-01-01
249415,Panayotis,Noriega,1999-01-01
249417,Heng,DasSarma,1999-01-01
249429,Gill,Hainaut,1999-01-01
249439,Billur,Sidhu,1999-01-01
249453,Shim,Merle,1999-01-01
249457,Gonzalo,Frezza,1999-01-01
249468,Yakkov,Ibel,1999-01-01
249479,Pintsang,Brodal,1999-01-01
249506,Alagu,Braunschweig,1999-01-01
249507,Tommaso,Sommer,1999-01-01
249515,Dinkar,Carrera,1999-01-01
249520,Chenye,Kemmerer,1999-01-01
249528,Bader,Spataro,1999-01-01
249534,Tran,Zykh,1999-01-01
249535,Gopalakrishnan,Camurati,1999-01-01
249547,Gen,Uchoa,1999-01-01
249548,Freyja,Jiafu,1999-01-01
249549,Hitomi,Skafidas,1999-01-01
249559,Yuichiro,Flanders,1999-01-01
249567,Mostafa,Yetto,1999-01-01
249568,Khosrow,Crelier,1999-01-01
249578,Atreyi,Cheshire,1999-01-01
249591,Shaw,Mersereau,1999-01-01
249602,Feiyu,Munos,1999-01-01
249603,Xiaopeng,Seuren,1999-01-01
249607,Yongqiao,Mahnke,1999-01-01
249609,Kasturi,Pietrzykowski,1999-01-01
249610,Tesuya,Puppe,1999-01-01
249613,Magy,Onuegbe,1999-01-01
249624,Morris,Brandsma,1999-01-01
249642,Yonghong,dAstous,1999-01-01
249645,Cathie,Pokrovskii,1999-01-01
249646,Alper,Boudaillier,1999-01-01
249654,JoAnna,Zizka,1999-01-01
249663,Xuedong,Braccini,1999-01-01
249667,Shawna,Walston,1999-01-01
249673,Naraig,Klerer,1999-01-01
249694,Uriel,Hutton,1999-01-01
249696,Elrique,Whitcomb,1999-01-01
249697,Mario,Kuzuoka,1999-01-01
249708,Anoosh,Orlowski,1999-01-01
249711,Georg,Zambonelli,1999-01-01
249719,Xiaoheng,Staudhammer,1999-01-01
249720,Dipayan,Strehl,1999-01-01
249721,Nigel,McConalogue,1999-01-01
249729,Aiichiro,Redmiles,1999-01-01
249732,Kolar,Hiroyama,1999-01-01
249736,Mari,Polajnar,1999-01-01
249750,Sampalli,Koblitz,1999-01-01
249758,Serge,Klerer,1999-01-01
249761,Mayumi,Hoppenstand,1999-01-01
249763,Josyula,Feldmann,1999-01-01
249765,Apostol,Oxenboll,1999-01-01
249802,Rasiah,Pearson,1999-01-01
249805,Kitty,Bazzichi,1999-01-01
249806,Mantis,Ratnaker,1999-01-01
249809,Xuejun,Peot,1999-01-01
249822,Sergi,Cairo,1999-01-01
249827,Michaela,Perna,1999-01-01
249830,Willard,Simmen,1999-01-01
249843,Visit,Kandlur,1999-01-01
249852,Ziya,Schade,1999-01-01
249863,Masali,Chiola,1999-01-01
249880,Zito,Eickenmeyer,1999-01-01
249886,Radhika,Rossi,1999-01-01
249900,Kasturi,Janocha,1999-01-01
249907,Odoardo,Kumaresan,1999-01-01
249912,Moni,Itschner,1999-01-01
249923,Bowen,Frijda,1999-01-01
249924,Remmert,Bale,1999-01-01
249931,Berna,Oaver,1999-01-01
249947,Arfst,Farrar,1999-01-01
249958,Marjo,Bergere,1999-01-01
249968,Suebskul,Birge,1999-01-01
249971,Christoper,Tzvieli,1999-01-01
249979,Cullen,Pearson,1999-01-01
249988,Masako,Casperson,1999-01-01
250000,Arch,Landherr,1999-01-01
250004,Marit,Cannard,1999-01-01
250005,Shooichi,Hagimont,1999-01-01
250006,Deborah,Spataro,1999-01-01
250015,DAIDA,Coombs,1999-01-01
250023,Xudong,Kuszyk,1999-01-01
250026,Sigeru,Cooke,1999-01-01
250039,Sumali,Maierhofer,1999-01-01
250068,Kyoichi,Ghemri,1999-01-01
250079,Fusako,Bouloucos,1999-01-01
250080,Zhensheng,Nitsche,1999-01-01
250083,Zine,Matzel,1999-01-01
250117,Minghong,Mahnke,1999-01-01
250127,Anwar,Bahl,1999-01-01
250129,Karoline,Duclos,1999-01-01
250130,Shigeo,Mersereau,1999-01-01
250141,Brewster,Chenney,1999-01-01
250158,Arie,Ritzmann,1999-01-01
250163,Margareta,Saoudi,1999-01-01
250169,Henk,Baja,1999-01-01
250211,Kersti,Cronan,1999-01-01
250213,Berhard,Murrill,1999-01-01
250218,Uriel,Zongker,1999-01-01
250225,Fuqing,Beerel,1999-01-01
250241,Chuanti,Shigei,1999-01-01
250244,Shunichi,Muntz,1999-01-01
250257,Sachio,Huttel,1999-01-01
250260,Baoqiu,Aloia,1999-01-01
250264,Shir,Gecseg,1999-01-01
250272,Khalil,Birch,1999-01-01
250276,Teruyuki,Schneeberger,1999-01-01
250304,Brigham,Rusterholz,1999-01-01
250331,Vitaly,Roohalamini,1999-01-01
250339,Jongsuk,Ferriere,1999-01-01
250356,Persi,Pocchiola,1999-01-01
250376,Boutros,Leijenhorst,1999-01-01
250384,Basem,Raoux,1999-01-01
250387,Roded,Trogemann,1999-01-01
250389,Zeydy,Ouhyoung,1999-01-01
250405,Sakthirel,Fetvedt,1999-01-01
250418,Yannis,Cools,1999-01-01
250419,Greger,Bottner,1999-01-01
250420,Danel,Conta,1999-01-01
250423,Tua,Krupka,1999-01-01
250428,Shigeu,Reinhart,1999-01-01
250454,Paddy,Bardell,1999-01-01
250462,Vesna,Koyama,1999-01-01
250464,Florian,Gimbel,1999-01-01
250470,Nimmagadda,Barvinok,1999-01-01
250472,Zhilian,Yamaashi,1999-01-01
250473,Miomir,Raoux,1999-01-01
250477,Pascal,Rando,1999-01-01
250478,Shaleah,Casley,1999-01-01
250493,Woody,Aloisi,1999-01-01
250499,Arif,Aseltine,1999-01-01
250515,Zissis,Schach,1999-01-01
250516,Oddvar,Baig,1999-01-01
250528,Abdulla,Barvinok,1999-01-01
250531,Emdad,Panienski,1999-01-01
250532,Masako,Zongker,1999-01-01
250554,Sachio,Plesums,1999-01-01
250558,Isaac,Esposito,1999-01-01
250580,Dietrich,Reinhart,1999-01-01
250598,Kristinn,Itschner,1999-01-01
250612,Hidekazu,Backhouse,1999-01-01
250621,Ute,Baar,1999-01-01
250624,Mayuri,Oehlmann,1999-01-01
250629,Salvador,Limongiello,1999-01-01
250637,Sarita,Comte,1999-01-01
250652,Eran,Brendel,1999-01-01
250656,Sadun,Valiente,1999-01-01
250664,Boutros,Gargeya,1999-01-01
250671,Aloys,Maksimenko,1999-01-01
250675,Vasiliy,Staelin,1999-01-01
250685,Mohammad,Remmers,1999-01-01
250687,Kensyu,Decleir,1999-01-01
250708,Chiranjit,Sichman,1999-01-01
250711,Rosine,Koshiba,1999-01-01
250714,Boaz,Conte,1999-01-01
250716,Guoxiang,Denos,1999-01-01
250743,Herbert,Hanratty,1999-01-01
250747,Tomofumi,Bahr,1999-01-01
250771,Hiroyasu,Dehkordi,1999-01-01
250790,Saeko,Veccia,1999-01-01
250791,Halsur,Orlowski,1999-01-01
250799,Badri,Homond,1999-01-01
250805,Murthy,Vasanthakumar,1999-01-01
250816,Kazuhide,Ambroszkiewicz,1999-01-01
250819,Tommaso,Huhdanpaa,1999-01-01
250825,Christophe,Perfilyeva,1999-01-01
250845,Takahira,Turnbull,1999-01-01
250851,Zongyan,Qiwen,1999-01-01
250854,LiMin,Luders,1999-01-01
250883,Eishiro,Fendler,1999-01-01
250884,Jeanne,Pepe,1999-01-01
250886,Kagan,Busillo,1999-01-01
250903,Remzi,Szemeredi,1999-01-01
250904,Snehasis,Zykh,1999-01-01
250934,Jingling,Buchter,1999-01-01
250945,Kirk,Streit,1999-01-01
250950,Wonhee,Matzke,1999-01-01
250967,Genki,Pardalos,1999-01-01
250971,Sarita,Sankaranarayanan,1999-01-01
250984,Mong,Uhrig,1999-01-01
250996,Moie,Bazelow,1999-01-01
251002,Aksel,Belinskaya,1999-01-01
251004,Kwangjo,Nastansky,1999-01-01
251005,Tomokazu,Norsworthy,1999-01-01
251013,Sugwoo,Pietracaprina,1999-01-01
251026,Shan,Whitcomb,1999-01-01
251043,Kazuhisa,Barinka,1999-01-01
251044,Basant,Constantine,1999-01-01
251068,Aral,Angelopoulos,1999-01-01
251079,Munenori,Yamaashi,1999-01-01
251085,Ronnie,Vecchio,1999-01-01
251092,Adas,Chenney,1999-01-01
251100,Youssef,Itzigehl,1999-01-01
251103,Leif,Hofmeyr,1999-01-01
251108,Mizuhito,Eiron,1999-01-01
251124,Owen,Akiyama,1999-01-01
251130,Makato,Duclos,1999-01-01
251141,Xiaoshan,Kroha,1999-01-01
251149,Uli,Serra,1999-01-01
251154,Zdislav,Picel,1999-01-01
251182,Goh,Dulli,1999-01-01
251200,Kaijung,Birdsall,1999-01-01
251216,Nechama,Tsunoo,1999-01-01
251237,Cedric,Miara,1999-01-01
251253,Susumu,Petersohn,1999-01-01
251261,Suzette,McAffer,1999-01-01
251262,Kensei,Conry,1999-01-01
251268,Gor,Morrey,1999-01-01
251272,Akeel,Heuser,1999-01-01
251299,Parto,DasSarma,1999-01-01
251318,Pragnesh,Fendler,1999-01-01
251321,Licheng,Felcyn,1999-01-01
251324,Yaghout,Schiettecatte,1999-01-01
251327,Bodh,McAlpine,1999-01-01
251367,Werner,Kabayashi,1999-01-01
251384,Sreekrishna,Cmelik,1999-01-01
251388,Pantung,Fendler,1999-01-01
251404,Ipke,Schapire,1999-01-01
251419,True,Frolund,1999-01-01
251436,Jeane,Kaelbling,1999-01-01
251451,Adly,VanScheik,1999-01-01
251456,Tua,Raney,1999-01-01
251464,Junichi,Talmon,1999-01-01
251470,Sadegh,Mungall,1999-01-01
251474,Anwar,Kolvik,1999-01-01
251478,Kamakshi,Maquelin,1999-01-01
251480,Claude,Hedayat,1999-01-01
251493,Lein,Rosen,1999-01-01
251495,Aemilian,Hiltgen,1999-01-01
251496,Eishiro,Rijckaert,1999-01-01
251510,Margareta,Junet,1999-01-01
251514,Shooichi,Carrere,1999-01-01
251518,Duke,Perng,1999-01-01
251524,Gully,Undy,1999-01-01
251536,Valery,Crooks,1999-01-01
251541,Jessie,Leivant,1999-01-01
251565,Gill,Vuskovic,1999-01-01
251591,Shahar,Pietrzykowski,1999-01-01
251608,Ult,Baby,1999-01-01
251618,Piyawadee,Chachaty,1999-01-01
251621,Mitchel,Alameldin,1999-01-01
251669,Subhrajyoti,Daescu,1999-01-01
251683,Maris,Klassen,1999-01-01
251684,Tetsushi,Coorg,1999-01-01
251685,Conal,McConalogue,1999-01-01
251687,Jordanka,Honglei,1999-01-01
