emp_no,first_name,last_name,to_date,title
284876,Kwun,Lorys,9999-01-01,Engineer
284877,Satosi,Chorvat,2001-09-10,Senior Staff
284883,Pohua,Marrevee,1996-06-20,Engineer
284883,Pohua,Marrevee,9999-01-01,Senior Engineer
284896,Tsuneo,Mateescu,1990-12-26,Engineer
284896,Tsuneo,Mateescu,9999-01-01,Senior Engineer
284905,Bingning,Koshino,1996-02-05,Engineer
284905,Bingning,Koshino,9999-01-01,Senior Engineer
284910,Uwe,Streng,9999-01-01,Senior Staff
284927,Rafols,Ullian,2002-02-02,Senior Staff
284927,Rafols,Ullian,1993-06-24,Staff
284935,Shaw,Sadowski,9999-01-01,Technique Leader
284947,Martial,Vidal,9999-01-01,Senior Staff
284965,Kristof,Camurati,1995-09-25,Engineer
284965,Kristof,Camurati,9999-01-01,Senior Engineer
284978,Toong,Conta,9999-01-01,Senior Staff
284978,Toong,Conta,1997-07-30,Staff
284990,Froduald,Theuretzbacher,9999-01-01,Senior Staff
284990,Froduald,Theuretzbacher,2000-03-14,Staff
284991,Morris,Reeken,9999-01-01,Senior Staff
284991,Morris,Reeken,2001-09-07,Staff
284992,Toshiki,Schaft,1997-02-18,Engineer
284992,Toshiki,Schaft,9999-01-01,Senior Engineer
284999,Vidar,Hebden,1997-03-30,Senior Staff
284999,Vidar,Hebden,1995-06-26,Staff
285002,Turgut,Ranai,2002-07-06,Engineer
285002,Turgut,Ranai,9999-01-01,Senior Engineer
285015,Gudjon,Tetzlaff,2000-09-12,Engineer
285015,Gudjon,Tetzlaff,9999-01-01,Senior Engineer
285017,Hideyuki,Tibblin,1998-09-23,Engineer
285017,Hideyuki,Tibblin,9999-01-01,Senior Engineer
285025,Otmar,Kuszyk,9999-01-01,Senior Staff
285025,Otmar,Kuszyk,1996-09-14,Staff
285057,Georgi,Edelhoff,9999-01-01,Senior Engineer
285061,Babette,Baja,9999-01-01,Senior Staff
285061,Babette,Baja,1994-03-02,Staff
285065,Adas,Hitomi,1993-08-08,Engineer
285065,Adas,Hitomi,9999-01-01,Senior Engineer
285068,Genta,Felcyn,9999-01-01,Engineer
285073,Val,Matzen,1994-03-23,Engineer
285073,Val,Matzen,2001-01-18,Senior Engineer
285077,Berna,Hofman,1992-07-30,Engineer
285077,Berna,Hofman,9999-01-01,Senior Engineer
285085,Jouni,Rosch,2001-05-18,Engineer
285085,Jouni,Rosch,9999-01-01,Senior Engineer
285087,Masako,Badache,9999-01-01,Senior Staff
285097,Serap,Shiratori,9999-01-01,Senior Staff
285097,Serap,Shiratori,1993-07-03,Staff
285106,Cedric,Siepmann,1993-06-04,Engineer
285106,Cedric,Siepmann,9999-01-01,Senior Engineer
285115,Willard,Schlenzig,1996-09-23,Senior Engineer
285127,Marla,Lindenbaum,9999-01-01,Senior Staff
285127,Marla,Lindenbaum,1997-10-15,Staff
285137,Bluma,Ohori,1993-03-03,Engineer
285137,Bluma,Ohori,9999-01-01,Senior Engineer
285146,Sachio,Birke,9999-01-01,Senior Staff
285146,Sachio,Birke,1993-08-31,Staff
285150,Zejun,Chinal,9999-01-01,Senior Staff
285150,Zejun,Chinal,1990-12-01,Staff
285158,Manton,Feldhoffer,9999-01-01,Senior Staff
285161,Lihong,Sommer,9999-01-01,Senior Engineer
285165,Peer,Rajcani,1998-08-22,Engineer
285165,Peer,Rajcani,9999-01-01,Senior Engineer
285178,Valdiodio,Stanfel,1996-08-12,Engineer
285178,Valdiodio,Stanfel,9999-01-01,Senior Engineer
285181,True,Ullian,1992-06-02,Engineer
285181,True,Ullian,1994-05-24,Senior Engineer
285189,Yongqiao,Roccetti,9999-01-01,Senior Engineer
285193,Ayakannu,Luga,9999-01-01,Senior Staff
285193,Ayakannu,Luga,1996-04-11,Staff
285203,Domenick,Hasenauer,9999-01-01,Senior Staff
285207,Charmane,Seuren,9999-01-01,Senior Engineer
285216,Maria,Motley,9999-01-01,Technique Leader
285220,Boguslaw,Waymire,1999-03-20,Senior Staff
285220,Boguslaw,Waymire,1995-06-17,Staff
285223,Alois,Pusterhofer,1990-06-19,Engineer
285223,Alois,Pusterhofer,9999-01-01,Senior Engineer
285226,Adib,Schonegge,2000-09-18,Engineer
285226,Adib,Schonegge,9999-01-01,Senior Engineer
285237,Barun,Sgarro,9999-01-01,Technique Leader
285241,Yifei,Spieker,1987-12-17,Senior Engineer
285243,Lakshmi,Vieth,9999-01-01,Senior Staff
285243,Lakshmi,Vieth,2002-06-30,Staff
285244,Suvo,Kaelbling,9999-01-01,Senior Staff
285251,Yinghua,Streit,1989-07-22,Staff
285256,Ayonca,Brendel,2002-01-24,Engineer
285256,Ayonca,Brendel,9999-01-01,Senior Engineer
285268,Berto,Valtorta,1992-09-06,Engineer
285268,Berto,Valtorta,9999-01-01,Senior Engineer
285271,Marjo,Esteva,2001-10-09,Engineer
285271,Marjo,Esteva,9999-01-01,Senior Engineer
285272,Herbert,Aseltine,9999-01-01,Senior Staff
285272,Herbert,Aseltine,1996-11-21,Staff
285289,Takanari,Bahl,1999-11-27,Senior Staff
285294,Sorina,Kitai,2002-06-24,Engineer
285294,Sorina,Kitai,9999-01-01,Senior Engineer
285297,Huai,Czap,1992-12-09,Engineer
285297,Huai,Czap,9999-01-01,Senior Engineer
285308,Domenico,Miake,9999-01-01,Senior Staff
285308,Domenico,Miake,1995-07-24,Staff
285326,Adit,Chenney,9999-01-01,Staff
285331,Kagan,Winter,9999-01-01,Senior Engineer
285342,Nevio,Velasco,9999-01-01,Engineer
285345,Gennady,Peak,9999-01-01,Engineer
285348,Jianhui,Bardell,2002-05-24,Engineer
285348,Jianhui,Bardell,9999-01-01,Senior Engineer
285351,Aiichiro,Leppanen,1999-07-15,Senior Engineer
285393,Carrsten,Kaelbling,9999-01-01,Senior Staff
285393,Carrsten,Kaelbling,2001-12-02,Staff
285400,Aluzio,Pollock,9999-01-01,Senior Engineer
285406,Kaijung,Hanabata,1997-01-01,Senior Staff
285406,Kaijung,Hanabata,1995-02-23,Staff
285416,Pranav,Nivat,9999-01-01,Staff
285417,Taizo,Talmor,9999-01-01,Staff
285429,Amabile,Kavvadias,1995-11-12,Engineer
285429,Amabile,Kavvadias,9999-01-01,Senior Engineer
285437,Toshiko,Jumpertz,9999-01-01,Senior Staff
285442,Christoph,Benaini,9999-01-01,Senior Staff
285442,Christoph,Benaini,1997-03-02,Staff
285455,Jenwei,Luit,1989-11-05,Engineer
285470,Gill,Turnbull,9999-01-01,Senior Staff
285491,Oguz,Conia,9999-01-01,Senior Staff
285491,Oguz,Conia,1993-04-29,Staff
285494,Goncalo,Reeker,1997-02-19,Engineer
285494,Goncalo,Reeker,9999-01-01,Senior Engineer
285513,Adin,Kamber,9999-01-01,Technique Leader
285514,Bikash,Azevdeo,9999-01-01,Senior Staff
285514,Bikash,Azevdeo,1997-11-13,Staff
285523,Woody,Picco,1995-12-23,Engineer
285523,Woody,Picco,9999-01-01,Senior Engineer
285524,Anoosh,Gimbel,9999-01-01,Senior Staff
285524,Anoosh,Gimbel,1993-08-24,Staff
285525,Shigehito,Sifakis,1995-01-27,Assistant Engineer
285525,Shigehito,Sifakis,2000-09-24,Engineer
285531,Xiong,Herber,1989-01-10,Staff
285534,Tran,Kulisch,9999-01-01,Senior Staff
285534,Tran,Kulisch,1995-11-15,Staff
285551,Zita,Erie,9999-01-01,Senior Staff
285551,Zita,Erie,1992-03-14,Staff
285554,Ziyad,Brandsma,9999-01-01,Senior Staff
285554,Ziyad,Brandsma,2000-06-16,Staff
285559,Sanjai,Boguraev,9999-01-01,Staff
285560,Shigehito,Barinka,9999-01-01,Senior Engineer
285562,Hyuckchul,Katzenelson,1995-12-29,Engineer
285562,Hyuckchul,Katzenelson,1997-05-19,Senior Engineer
285564,Niteen,Schwartzbauer,9999-01-01,Senior Staff
285564,Niteen,Schwartzbauer,1994-12-10,Staff
285565,Shigeaki,Schonegge,1994-08-30,Engineer
285565,Shigeaki,Schonegge,9999-01-01,Senior Engineer
285566,Mart,Tzvieli,1998-10-20,Senior Engineer
285572,Huiqun,Monarch,1994-07-03,Assistant Engineer
285572,Huiqun,Monarch,2001-07-03,Engineer
285572,Huiqun,Monarch,9999-01-01,Senior Engineer
285592,Kensyu,Beeson,9999-01-01,Senior Staff
285592,Kensyu,Beeson,1992-12-01,Staff
285609,Tetsushi,Uludag,9999-01-01,Senior Staff
285609,Tetsushi,Uludag,1995-07-07,Staff
285622,Venkatesan,Speek,9999-01-01,Senior Staff
285622,Venkatesan,Speek,1992-09-24,Staff
285623,Kenroku,Haraldson,9999-01-01,Senior Staff
285623,Kenroku,Haraldson,1993-07-31,Staff
285627,Dzung,Foong,9999-01-01,Senior Staff
285637,Surveyors,Crelier,9999-01-01,Senior Staff
285637,Surveyors,Crelier,1996-08-25,Staff
285641,Naraig,Reghbati,9999-01-01,Senior Staff
285641,Naraig,Reghbati,1996-07-08,Staff
285643,Dulce,Rusterholz,9999-01-01,Assistant Engineer
285644,Duri,Schnelling,9999-01-01,Engineer
285649,Gian,Ranai,9999-01-01,Engineer
285652,Tomokazu,Gewali,1993-12-08,Engineer
285652,Tomokazu,Gewali,9999-01-01,Senior Engineer
285654,Ashish,Haldar,9999-01-01,Senior Engineer
285659,Mabhin,Lorys,9999-01-01,Senior Staff
285659,Mabhin,Lorys,1993-10-23,Staff
285661,Spyrose,Beilner,9999-01-01,Senior Staff
285661,Spyrose,Beilner,1996-06-06,Staff
285663,Chriss,Giveon,9999-01-01,Senior Staff
285664,Satyanarayana,Nannarelli,1997-10-01,Engineer
285664,Satyanarayana,Nannarelli,9999-01-01,Senior Engineer
285673,Arnould,Chaudhury,9999-01-01,Technique Leader
285675,Deborah,Orsini,9999-01-01,Senior Staff
285677,Tsutomu,Luke,1993-06-15,Engineer
285677,Tsutomu,Luke,9999-01-01,Senior Engineer
285680,Younwoo,Lieberherr,1992-01-22,Engineer
285680,Younwoo,Lieberherr,9999-01-01,Senior Engineer
285688,Xinan,Itzfeldt,9999-01-01,Senior Staff
285688,Xinan,Itzfeldt,1996-04-03,Staff
285722,Shrikanth,Dratva,1992-12-04,Engineer
285722,Shrikanth,Dratva,9999-01-01,Senior Engineer
285728,Charlene,Papastamatiou,9999-01-01,Senior Staff
285728,Charlene,Papastamatiou,1992-05-28,Staff
285741,Kitty,Raney,9999-01-01,Senior Staff
285741,Kitty,Raney,1993-09-20,Staff
285743,Gretta,DasSarma,9999-01-01,Engineer
285747,Berry,Zuberek,1994-07-12,Engineer
285747,Berry,Zuberek,9999-01-01,Senior Engineer
285749,Terresa,Jeong,1991-11-20,Engineer
285749,Terresa,Jeong,9999-01-01,Senior Engineer
285758,Maha,Ritzmann,1995-06-02,Engineer
285758,Maha,Ritzmann,9999-01-01,Senior Engineer
285765,Sivanarayana,Showalter,9999-01-01,Senior Staff
285766,Hsiangchu,Auyong,1994-10-31,Engineer
285766,Hsiangchu,Auyong,9999-01-01,Senior Engineer
285779,Lech,Pelz,2001-05-05,Senior Staff
285779,Lech,Pelz,1995-11-11,Staff
285781,Hein,Picaronny,9999-01-01,Senior Staff
285781,Hein,Picaronny,1992-02-27,Staff
285782,Jaideep,Bultermann,9999-01-01,Engineer
285786,Toshiko,Emden,1994-11-16,Engineer
285786,Toshiko,Emden,9999-01-01,Senior Engineer
285789,Uli,Welham,9999-01-01,Senior Staff
285789,Uli,Welham,1995-05-11,Staff
285800,Barry,Gargeya,1994-03-22,Engineer
285800,Barry,Gargeya,9999-01-01,Senior Engineer
285803,Almudena,Hertweck,9999-01-01,Senior Staff
285803,Almudena,Hertweck,1994-12-08,Staff
285819,Arno,Petersohn,9999-01-01,Staff
285822,Randi,Whitcomb,1999-09-13,Engineer
285829,Jeanne,Henders,9999-01-01,Senior Staff
285839,Gal,Montemayor,1991-03-05,Engineer
285867,Barna,Pashtan,1999-06-02,Engineer
285867,Barna,Pashtan,9999-01-01,Senior Engineer
285874,Reuven,Clouatre,1991-06-23,Engineer
285874,Reuven,Clouatre,9999-01-01,Senior Engineer
285900,Abdulah,Heystek,1987-08-29,Senior Staff
285909,Ipke,Streng,1995-12-03,Engineer
285928,Martien,Kornyak,9999-01-01,Staff
285929,Oscal,Honglei,2001-10-11,Senior Engineer
285934,Zhilian,Antonakopoulos,9999-01-01,Staff
285938,Serenella,Hiraishi,9999-01-01,Senior Staff
285938,Serenella,Hiraishi,1991-03-09,Staff
285961,Tristan,Aloisi,9999-01-01,Staff
285968,Herbert,Koblitz,9999-01-01,Senior Staff
285986,Maia,Erez,9999-01-01,Senior Staff
285986,Maia,Erez,1994-08-30,Staff
285987,Rildo,Hanabata,9999-01-01,Senior Engineer
285988,Perla,Back,1991-03-24,Staff
286000,Tonny,Eugenio,9999-01-01,Staff
286004,Sachem,Schiper,9999-01-01,Engineer
286016,Shigehito,Peha,9999-01-01,Senior Staff
286016,Shigehito,Peha,1994-10-28,Staff
286017,Udo,Benantar,9999-01-01,Staff
286019,Fumiyo,Zeleznik,1989-03-16,Engineer
286023,Takahito,Tasistro,1994-08-06,Engineer
286023,Takahito,Tasistro,9999-01-01,Senior Engineer
286032,Abdulla,Hempstead,9999-01-01,Senior Staff
286032,Abdulla,Hempstead,1999-04-02,Staff
286040,Shimshon,Swen,2000-03-23,Staff
286049,KayLiang,Kading,1997-06-01,Engineer
286049,KayLiang,Kading,9999-01-01,Senior Engineer
286056,Bedrich,Claffy,1991-08-18,Staff
286057,Bezalel,Stellhorn,1991-04-12,Engineer
286057,Bezalel,Stellhorn,9999-01-01,Senior Engineer
286072,Christophe,Luit,9999-01-01,Senior Staff
286076,Mary,Callaway,9999-01-01,Senior Staff
286076,Mary,Callaway,1996-02-19,Staff
286084,Adil,Swist,9999-01-01,Senior Staff
286084,Adil,Swist,1994-11-15,Staff
286085,Hyuncheol,Muniz,9999-01-01,Engineer
286087,Elvis,Choobineh,2001-06-07,Senior Engineer
286090,Shaw,Sewelson,9999-01-01,Senior Staff
286090,Shaw,Sewelson,1992-06-18,Staff
286097,Matk,Kusalik,9999-01-01,Senior Staff
286097,Matk,Kusalik,2001-12-22,Staff
286105,Jordanka,Kalsbeek,2000-03-24,Staff
286110,Khedija,Bazelow,9999-01-01,Engineer
286117,Horward,Suri,1994-12-08,Engineer
286117,Horward,Suri,9999-01-01,Senior Engineer
286120,Etsuo,Farris,9999-01-01,Senior Engineer
286128,Eckart,Mitsuhashi,9999-01-01,Senior Staff
286128,Eckart,Mitsuhashi,1991-04-05,Staff
286143,Atreye,Botman,1990-08-26,Senior Staff
286144,Rutger,Birke,9999-01-01,Technique Leader
286146,Anneke,Erni,1993-01-18,Senior Staff
286157,Claude,Rosenbaum,1992-04-22,Engineer
286157,Claude,Rosenbaum,9999-01-01,Senior Engineer
286165,Ghassan,Maierhofer,9999-01-01,Senior Staff
286165,Ghassan,Maierhofer,1995-05-03,Staff
286169,Fuqing,Chleq,2001-09-20,Engineer
286169,Fuqing,Chleq,9999-01-01,Senior Engineer
286170,Arvind,Narwekar,1999-08-31,Engineer
286171,Zhensheng,Hettesheimer,9999-01-01,Senior Staff
286177,Lihong,Kumaresan,1992-04-15,Senior Staff
286177,Lihong,Kumaresan,1990-08-10,Staff
286195,Karlis,Hofting,9999-01-01,Senior Staff
286195,Karlis,Hofting,1998-04-04,Staff
286196,Trygve,Gewali,1995-01-11,Senior Staff
286206,King,Ulupinar,9999-01-01,Engineer
286210,Venkatesan,Marrevee,9999-01-01,Senior Staff
286210,Venkatesan,Marrevee,1993-12-26,Staff
286212,Khoa,Krychniak,1989-02-07,Staff
286218,Yoshimitsu,Decleir,1991-02-10,Engineer
286218,Yoshimitsu,Decleir,9999-01-01,Senior Engineer
286219,Gita,Rehfuss,9999-01-01,Senior Staff
286221,Shahaf,Figueira,9999-01-01,Senior Staff
286221,Shahaf,Figueira,1990-06-10,Staff
286247,Vasilis,Sambasivam,9999-01-01,Staff
286249,Jeong,Blokdijk,9999-01-01,Senior Staff
286249,Jeong,Blokdijk,1994-12-02,Staff
286252,Hsiangchu,Velardi,2001-08-18,Senior Staff
286260,Suvo,Plotkin,1990-04-03,Assistant Engineer
286260,Suvo,Plotkin,1995-04-03,Engineer
286260,Suvo,Plotkin,9999-01-01,Senior Engineer
286262,Surveyors,Hiroyama,1995-01-13,Engineer
286262,Surveyors,Hiroyama,9999-01-01,Senior Engineer
286288,Fayez,Huhdanpaa,9999-01-01,Senior Engineer
286292,Make,Eterovic,9999-01-01,Senior Engineer
286315,Takanari,Fandrianto,1986-01-21,Assistant Engineer
286319,Baziley,Quaggetto,9999-01-01,Assistant Engineer
286334,Alenka,Sridhar,1997-10-06,Engineer
286334,Alenka,Sridhar,9999-01-01,Senior Engineer
286347,Maya,Reistad,1993-10-06,Engineer
286347,Maya,Reistad,9999-01-01,Senior Engineer
286362,Ramalingam,Chaudhury,1992-09-28,Engineer
286362,Ramalingam,Chaudhury,9999-01-01,Senior Engineer
286363,Brigham,Tsukuda,1993-02-28,Assistant Engineer
286363,Brigham,Tsukuda,1999-02-28,Engineer
286363,Brigham,Tsukuda,9999-01-01,Senior Engineer
286374,Subbu,Buchter,1995-09-17,Engineer
286374,Subbu,Buchter,9999-01-01,Senior Engineer
286402,Giordano,Uehara,9999-01-01,Staff
286412,Adas,Bresenham,1999-05-10,Engineer
286412,Adas,Bresenham,9999-01-01,Senior Engineer
286413,DAIDA,Manderick,1993-06-24,Engineer
286413,DAIDA,Manderick,9999-01-01,Senior Engineer
286415,Kien,Horswill,1993-04-11,Engineer
286415,Kien,Horswill,1993-06-02,Senior Engineer
286418,Tomokazu,Daescu,9999-01-01,Senior Staff
286418,Tomokazu,Daescu,1993-06-24,Staff
286423,Dietrich,Flanders,9999-01-01,Staff
286429,Gina,Acton,9999-01-01,Senior Staff
286431,Make,Schauser,2001-05-03,Senior Staff
286431,Make,Schauser,1993-01-01,Staff
286435,Zvonko,Cronan,9999-01-01,Senior Staff
286435,Zvonko,Cronan,1995-04-11,Staff
286439,Weicheng,Pfau,1992-10-29,Engineer
286439,Weicheng,Pfau,9999-01-01,Senior Engineer
286440,Aleksandar,Huttel,1999-06-08,Engineer
286440,Aleksandar,Huttel,9999-01-01,Senior Engineer
286444,Marin,Srimani,1997-05-23,Senior Staff
286444,Marin,Srimani,1992-02-22,Staff
286447,Alper,Schaft,1996-03-12,Engineer
286447,Alper,Schaft,9999-01-01,Senior Engineer
286449,Randi,Khalid,9999-01-01,Senior Engineer
286450,Basem,Fadgyas,9999-01-01,Staff
286467,Ult,Molberg,9999-01-01,Senior Staff
286467,Ult,Molberg,1997-10-08,Staff
286473,Saniya,Azadmanesh,1991-10-08,Engineer
286473,Saniya,Azadmanesh,9999-01-01,Senior Engineer
286477,Kazuhiro,Speel,9999-01-01,Senior Staff
286477,Kazuhiro,Speel,1991-07-11,Staff
286478,Denis,Karnin,1993-01-12,Senior Engineer
286485,Heeju,Wiegley,9999-01-01,Senior Staff
286485,Heeju,Wiegley,1993-05-24,Staff
286489,Fumiko,Arlazarov,1995-04-07,Engineer
286489,Fumiko,Arlazarov,9999-01-01,Senior Engineer
286490,Gill,Ranai,9999-01-01,Engineer
286493,Uma,Ciolek,9999-01-01,Technique Leader
286502,Margo,Barbanera,9999-01-01,Senior Staff
286503,Sigeru,Kaelbling,9999-01-01,Senior Staff
286503,Sigeru,Kaelbling,1994-05-01,Staff
286515,Debaprosad,Soicher,1993-04-02,Assistant Engineer
286515,Debaprosad,Soicher,1998-04-02,Engineer
286515,Debaprosad,Soicher,9999-01-01,Senior Engineer
286522,Bouchung,Barriga,1993-09-14,Engineer
286526,Ulises,Dengi,2001-08-22,Engineer
286526,Ulises,Dengi,9999-01-01,Senior Engineer
286532,Paris,Codenie,9999-01-01,Senior Staff
286532,Paris,Codenie,2001-02-01,Staff
286534,Yonghoan,Eastman,9999-01-01,Assistant Engineer
286542,Yechiam,Kadhim,1999-02-20,Senior Staff
286542,Yechiam,Kadhim,1994-06-15,Staff
286550,Ghassan,Furudate,9999-01-01,Engineer
286555,Muneo,Sichman,9999-01-01,Senior Staff
286555,Muneo,Sichman,1992-01-16,Staff
286558,Waiman,Gubsky,9999-01-01,Senior Staff
286558,Waiman,Gubsky,1996-02-18,Staff
286562,Reuven,Azevdeo,9999-01-01,Senior Staff
286562,Reuven,Azevdeo,1993-11-04,Staff
286583,Khue,Klassen,2000-11-04,Engineer
286583,Khue,Klassen,9999-01-01,Senior Engineer
286589,Gill,Coombs,9999-01-01,Staff
286590,Aral,Androutsos,9999-01-01,Senior Engineer
286598,Yuuichi,Rissland,1998-10-22,Engineer
286598,Yuuichi,Rissland,9999-01-01,Senior Engineer
286607,Gianluca,Reeker,9999-01-01,Technique Leader
286608,Giri,Acton,1995-04-22,Engineer
286608,Giri,Acton,9999-01-01,Senior Engineer
286610,Shuky,Schauser,1999-08-30,Senior Engineer
286615,Lokesh,Eterovic,9999-01-01,Senior Staff
286615,Lokesh,Eterovic,1995-12-21,Staff
286632,Bingning,Ghemri,9999-01-01,Staff
286634,Halsur,Underwood,9999-01-01,Senior Staff
286634,Halsur,Underwood,2002-03-18,Staff
286635,Ger,Serna,9999-01-01,Senior Staff
286636,Cordelia,Leivant,9999-01-01,Technique Leader
286638,Srinidhi,Malinowski,9999-01-01,Senior Staff
286638,Srinidhi,Malinowski,1991-09-24,Staff
286646,Martien,Peres,1992-07-10,Engineer
286646,Martien,Peres,9999-01-01,Senior Engineer
286678,Tadanori,Oxenboll,9999-01-01,Staff
286680,Yuichiro,Zambonelli,1990-02-06,Assistant Engineer
286683,Katsuyuki,Decaestecker,9999-01-01,Senior Staff
286683,Katsuyuki,Decaestecker,2002-02-11,Staff
286696,Sachio,DuCasse,9999-01-01,Senior Staff
286696,Sachio,DuCasse,1994-07-25,Staff
286697,Ult,Melter,9999-01-01,Senior Staff
286697,Ult,Melter,1996-02-16,Staff
286702,Chiranjit,Gischer,9999-01-01,Senior Staff
286702,Chiranjit,Gischer,2000-05-28,Staff
286710,Suebskul,Jording,1996-08-23,Staff
286729,Kellyn,Besancenot,9999-01-01,Senior Staff
286729,Kellyn,Besancenot,1997-02-24,Staff
286733,Shem,Crouzet,9999-01-01,Senior Staff
286733,Shem,Crouzet,1990-09-27,Staff
286745,Baziley,Rajcani,9999-01-01,Senior Staff
286745,Baziley,Rajcani,1992-06-26,Staff
286746,Georg,Erdi,2001-01-18,Senior Engineer
286755,Limsoon,Kusalik,9999-01-01,Engineer
286760,Sadun,Escriba,9999-01-01,Senior Engineer
286771,Make,Alblas,9999-01-01,Senior Engineer
286777,Garnet,Demos,9999-01-01,Senior Staff
286777,Garnet,Demos,1997-12-27,Staff
286781,Vesna,Roccetti,9999-01-01,Staff
286790,Snehasis,Diderrich,9999-01-01,Engineer
286795,Tayeb,Luca,9999-01-01,Senior Staff
286795,Tayeb,Luca,1993-08-05,Staff
286811,Radhia,Porenta,9999-01-01,Senior Staff
286811,Radhia,Porenta,1995-06-12,Staff
286827,Yunming,Merey,9999-01-01,Senior Staff
286829,Kazuhisa,Vecchio,1995-01-11,Senior Staff
286832,Dharmaraja,Sadowsky,9999-01-01,Senior Staff
286836,Yagil,Roisin,9999-01-01,Engineer
286838,Mihalis,Ligten,1992-07-28,Staff
286841,Hidekazu,Zobel,9999-01-01,Senior Staff
286841,Hidekazu,Zobel,1999-05-21,Staff
286852,Anwar,Oppitz,1995-07-13,Staff
286873,Dinah,Lubachevsky,9999-01-01,Technique Leader
286875,Freyja,Wielonsky,9999-01-01,Staff
286878,Sakthirel,Otillio,9999-01-01,Staff
286881,Malu,Ritzmann,1992-08-10,Engineer
286885,Elvis,Pettis,1993-09-30,Engineer
286885,Elvis,Pettis,1999-10-11,Senior Engineer
286893,Parke,Yurek,9999-01-01,Senior Staff
286893,Parke,Yurek,1992-07-02,Staff
286898,Susumu,Grabner,1994-04-03,Engineer
286898,Susumu,Grabner,9999-01-01,Senior Engineer
286902,Abdelghani,Cannata,9999-01-01,Engineer
286914,Nalini,Bierbaum,9999-01-01,Senior Staff
286914,Nalini,Bierbaum,1993-11-17,Staff
286915,Harngdar,Lanzelotte,2000-09-24,Staff
286921,Abdelghani,Turnbull,1993-01-19,Engineer
286921,Abdelghani,Turnbull,9999-01-01,Senior Engineer
286922,Sreenivas,Luff,9999-01-01,Senior Staff
286939,Arvin,Litzler,9999-01-01,Engineer
286953,Josyula,Genther,1989-06-01,Engineer
286973,Kensyu,Eugenio,1993-01-10,Engineer
286982,Aksel,Ranze,9999-01-01,Senior Staff
286982,Aksel,Ranze,1998-11-23,Staff
286991,Perla,Aloisi,9999-01-01,Senior Staff
286991,Perla,Aloisi,1995-01-29,Staff
286992,Dante,Skafidas,2000-11-12,Assistant Engineer
286992,Dante,Skafidas,9999-01-01,Engineer
286997,Koichi,Liesche,1996-04-07,Engineer
287013,Heng,Asmuth,9999-01-01,Staff
287015,Katsuo,Unno,1994-04-27,Engineer
287015,Katsuo,Unno,1999-04-04,Senior Engineer
287021,Dharmaraja,Schwaller,9999-01-01,Engineer
287022,Wilmer,Merks,9999-01-01,Senior Staff
287022,Wilmer,Merks,1995-02-03,Staff
287033,Pradeep,Pettey,9999-01-01,Senior Staff
287033,Pradeep,Pettey,1996-10-27,Staff
287041,Pramod,Marletta,2000-12-06,Senior Engineer
287042,Constantino,Schwartzbauer,1992-10-25,Engineer
287042,Constantino,Schwartzbauer,9999-01-01,Senior Engineer
287064,Kish,Ratnaker,9999-01-01,Engineer
287066,Shaowen,Nitsch,2000-07-29,Engineer
287066,Shaowen,Nitsch,2000-08-29,Senior Engineer
287068,Sanjeeva,Gronowski,1998-04-01,Engineer
287076,Almudena,Harnett,9999-01-01,Senior Staff
287076,Almudena,Harnett,1997-08-30,Staff
287078,Fayez,Terlouw,1995-07-14,Engineer
287078,Fayez,Terlouw,9999-01-01,Senior Engineer
287088,Premsyl,Iacovou,9999-01-01,Engineer
287093,Dietrich,Leslie,9999-01-01,Engineer
287097,Sigeru,Kisuki,9999-01-01,Senior Staff
287097,Sigeru,Kisuki,1994-04-03,Staff
287101,Florian,Krider,1996-03-20,Assistant Engineer
287101,Florian,Krider,9999-01-01,Engineer
287107,Gao,Benzmuller,1991-12-15,Engineer
287107,Gao,Benzmuller,9999-01-01,Senior Engineer
287113,Joydip,Maliniak,9999-01-01,Senior Staff
287113,Joydip,Maliniak,1990-09-28,Staff
287119,Zijian,Itschner,1997-11-22,Staff
287123,Marko,Benaini,9999-01-01,Staff
287131,Vasiliy,Ghazalie,9999-01-01,Senior Staff
287142,Cedric,McConalogue,1994-03-24,Engineer
287142,Cedric,McConalogue,9999-01-01,Senior Engineer
287152,Raimond,Comte,9999-01-01,Senior Staff
287152,Raimond,Comte,2002-05-07,Staff
287158,Falguni,Nilsson,1985-11-07,Staff
287161,Gilbert,Parveen,9999-01-01,Senior Staff
287161,Gilbert,Parveen,1997-03-05,Staff
287163,Vugranam,Verhaegen,1997-03-13,Engineer
287163,Vugranam,Verhaegen,9999-01-01,Senior Engineer
287167,Qunsheng,Toyoshima,1993-12-23,Engineer
287167,Qunsheng,Toyoshima,9999-01-01,Senior Engineer
287169,Gill,Rehfuss,1997-12-01,Engineer
287169,Gill,Rehfuss,2001-04-23,Senior Engineer
287181,Mariusz,Schade,9999-01-01,Senior Staff
287181,Mariusz,Schade,1994-05-19,Staff
287190,Lobel,Malabarba,1993-07-22,Engineer
287190,Lobel,Malabarba,9999-01-01,Senior Engineer
287196,Djelloul,Zhiwei,9999-01-01,Senior Staff
287196,Djelloul,Zhiwei,1992-07-13,Staff
287213,Geraldo,Mellouli,9999-01-01,Senior Staff
287213,Geraldo,Mellouli,1998-10-20,Staff
287218,Maris,Swen,9999-01-01,Staff
287221,Saeed,Sinitsyn,9999-01-01,Senior Engineer
